Post ID,Survey,İlçe / Mahalle,"T.C. İzmir Valiliği Çevre ve Şehircilik İl Müdürlüğü, binanızda hasar tespiti işlemi yaptı mı?",T.C. İzmir Valiliği Çevre ve Şehircilik İl Müdürlüğü'nün hasar tespit sonucu nedir?
2575,Hasarlı Bina,Bayraklı Adalet Mahallesi,Evet,Hafif Hasarlı
2574,Hasarlı Bina,KONAK,Hayır,Bilmiyorum / Henüz belli olmadı
2573,Hasarlı Bina,Bayraklı / Mansuroğlu,Evet,Hasarsız
2572,Hasarlı Bina,karaşıyaka Mavişehir mah.,Evet,Hafif Hasarlı
2571,Hasarlı Bina,Manavkuyu,Evet,Hasarsız
2570,Hasarlı Bina,Bayraklı,Evet,Hasarsız
2569,Hasarlı Bina,Manavkuyu,Evet,Bilmiyorum / Henüz belli olmadı
2568,Hasarlı Bina,KARŞIYAKA / TERSANE,Evet,Hasarsız
2567,Hasarlı Bina,izmir,Hayır,Bilmiyorum / Henüz belli olmadı
2566,Hasarlı Bina,Konak / Alsancak,Hayır,Bilmiyorum / Henüz belli olmadı
2565,Hasarlı Bina,Balçova Teleferik mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2564,Hasarlı Bina,BAYRAKLI -iZMiR,Evet,Hasarsız
2563,Hasarlı Bina,Izmir/Üçkuyular Mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2562,Hasarlı Bina,Izmir,Hayır,Bilmiyorum / Henüz belli olmadı
2561,Hasarlı Bina,Konak,Hayır,Bilmiyorum / Henüz belli olmadı
2560,Hasarlı Bina,Dedebaşı Mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2559,Hasarlı Bina,Üçyol,Hayır,Bilmiyorum / Henüz belli olmadı
2558,Hasarlı Bina,Buca,Hayır,Bilmiyorum / Henüz belli olmadı
2557,Hasarlı Bina,Çiğli,Hayır,Bilmiyorum / Henüz belli olmadı
2556,Hasarlı Bina,Karşıyaka / Donanmacı mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2555,Hasarlı Bina,Karşıyaka,Hayır,Bilmiyorum / Henüz belli olmadı
2554,Hasarlı Bina,İzmir,Hayır,Bilmiyorum / Henüz belli olmadı
2553,Hasarlı Bina,Konak - Çankaya,Hayır,Bilmiyorum / Henüz belli olmadı
2552,Hasarlı Bina,Bornova / Yeşilova mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2551,Hasarlı Bina,Bornova,Hayır,Bilmiyorum / Henüz belli olmadı
2550,Hasarlı Bina,Karşıyaka / Aksoy mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2549,Hasarlı Bina,Karşıyaka - Dedebaşı,Hayır,Bilmiyorum / Henüz belli olmadı
2548,Hasarlı Bina,Konak,Hayır,Bilmiyorum / Henüz belli olmadı
2547,Hasarlı Bina,Karabağlar,Hayır,Bilmiyorum / Henüz belli olmadı
2546,Hasarlı Bina,kılıçreis mahallesi üçyol konak izmir,Hayır,Bilmiyorum / Henüz belli olmadı
2545,Hasarlı Bina,Konak,Hayır,Bilmiyorum / Henüz belli olmadı
2544,Hasarlı Bina,Alsancak Konak,Hayır,Bilmiyorum / Henüz belli olmadı
2543,Hasarlı Bina,Bayraklı,Hayır,Bilmiyorum / Henüz belli olmadı
2542,Hasarlı Bina,Ege Üniversitesi Kampüsü,Hayır,Bilmiyorum / Henüz belli olmadı
2541,Hasarlı Bina,Karşıyaka / Nergis mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2540,Hasarlı Bina,Buca yenigun mahallesi altinyol sitesi,Hayır,Bilmiyorum / Henüz belli olmadı
2539,Hasarlı Bina,Karsiyaka İzmir,Hayır,Bilmiyorum / Henüz belli olmadı
2538,Hasarlı Bina,Bayraklı / Osmangazi mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2537,Hasarlı Bina,Karşıyaka Fikri Altay Mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2536,Hasarlı Bina,Erzene Mahallesi Bornova,Hayır,Bilmiyorum / Henüz belli olmadı
2535,Hasarlı Bina,Eğitim mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2534,Hasarlı Bina,Karşıyaka / Yalı mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2533,Hasarlı Bina,Bornova / Kazımdirik mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2532,Hasarlı Bina,Karşıyaka / Şemikler mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2531,Hasarlı Bina,Karşıyaka / Şemikler mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2530,Hasarlı Bina,Bayraklı / Mansuroğlu mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2529,Hasarlı Bina,Çİğli / Ataşehir mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2528,Hasarlı Bina,Karabağlar / Üçkuyular mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2527,Hasarlı Bina,Karabağlar / Ali Fuat Cebesoy mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2526,Hasarlı Bina,Buca / Dumlupınar mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2525,Hasarlı Bina,Bayraklı / Mansuroğlu mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2524,Hasarlı Bina,Bornova / Kazımdirik mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2523,Hasarlı Bina,Kuşadası / Cumhuriyet Mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2522,Hasarlı Bina,Karşıyaka / Bostanlı mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2521,Hasarlı Bina,Konak / Göztepe mah.,Hayır,Bilmiyorum / Henüz belli olmadı
2520,Hasarlı Bina,Karşıyaka / Donanmacı mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2519,Hasarlı Bina,Bornova / Erzene mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2518,Hasarlı Bina,Bornova / Işıklar mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2517,Hasarlı Bina,Konak / İsmet kaptan mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2516,Hasarlı Bina,Bayraklı/Soğukkuyu,Evet,Hafif Hasarlı
2515,Hasarlı Bina,Karşıyaka / Girne bulvarı,Hayır,Bilmiyorum / Henüz belli olmadı
2514,Hasarlı Bina,Bayraklı / Çiçek mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2513,Hasarlı Bina,Bayraklı / Mnsuroğlu mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2512,Hasarlı Bina,Bayraklı,Evet,Hasarsız
2511,Hasarlı Bina,Karşıyaka/ Bahçelievler Mahallesi,Hayır,Bilmiyorum / Henüz belli olmadı
2510,Hasarlı Bina,Bornova / Tuna Mahallesi,Evet,Hasarsız
2509,Hasarlı Bina,Bornova / Alsancak,Hayır,Bilmiyorum / Henüz belli olmadı
2508,Hasarlı Bina,Konak,Evet,
2507,Hasarlı Bina,Şemikler Mahallesi  Karşıyaka/İzmir,Evet,
2506,Hasarlı Bina,Gaziemir,Evet,
2505,Hasarlı Bina,Manavkuyu mah.,Evet,
2504,Hasarlı Bina,Bornova,Evet,
2503,Hasarlı Bina,Çiğli,Evet,
2502,Hasarlı Bina,Bayraklı,Evet,
2501,Hasarlı Bina,Mermerli Mah. Menemen,Evet,
2500,Hasarlı Bina,Bayraklı,Evet,
2499,Hasarlı Bina,Karşıyaka /Goncalar Mahallesi,Evet,
2498,Hasarlı Bina,Bayraklı,Evet,
2497,Hasarlı Bina,Kemalpaşa /Soğukpınar Mahallesi,Evet,
2496,Hasarlı Bina,Karşıyaka,Evet,
2495,Hasarlı Bina,Bayraklı /Adalet Mahallesi,Evet,
2494,Hasarlı Bina,Onur mahallesi balçova izmir,Evet,
2493,Hasarlı Bina,Bornova /Kazımdirik Mahallesi,Evet,
2492,Hasarlı Bina,Bayraklı,Evet,
2491,Hasarlı Bina,Bayraklı,Evet,
2490,Hasarlı Bina,Bornova /Erzene Mahallesi,Evet,
2489,Hasarlı Bina,Buca Fırat Mahallesi,Evet,
2488,Hasarlı Bina,Buca,Evet,
2487,Hasarlı Bina,Bornova /Mevlana Mahallesi,Evet,
2486,Hasarlı Bina,Bostanlı mahallesi,Evet,
2485,Hasarlı Bina,Manavkuyu Mahallesi - Bayraklı,Evet,
2484,Hasarlı Bina,Bostanlı - Karşıyaka,Evet,
2483,Hasarlı Bina,Kazımdirik Mah. Bornova/İzmir,Evet,
2482,Hasarlı Bina,Karşıyaka - Tersane,Evet,
2481,Hasarlı Bina,Esenyalı Mahallesi Karabağlar / İzmir,Evet,
2480,Hasarlı Bina,Karşıyaka,Evet,
2479,Hasarlı Bina,Nergiz Mahallesi,Evet,
2478,Hasarlı Bina,Şemikler Mahallesi  Karşıyaka/İzmir,Evet,
2477,Hasarlı Bina,Kazımdirik Mahallesi Bornova,Evet,
2476,Hasarlı Bina,Karabağlar Çalıkuşu mh,Evet,
2475,Hasarlı Bina,Izmir,Evet,
2474,Hasarlı Bina,Buca,Evet,
2473,Hasarlı Bina,Bayraklı,Evet,
2472,Hasarlı Bina,Torbalı Mahallesi,Evet,
2471,Hasarlı Bina,Mavişehir,Evet,
2470,Hasarlı Bina,Bayraklı manavkuyu mahallesi,Evet,
2469,Hasarlı Bina,Bornova,Evet,
2468,Hasarlı Bina,Karşıyaka,Evet,
2467,Hasarlı Bina,Gaziemir,Evet,
2466,Hasarlı Bina,Mansuroğlu Bayraklı,Evet,
2465,Hasarlı Bina,Evka 5 - Çiğli,Evet,
2464,Hasarlı Bina,Narlıdere Huzur Mahallesi,Evet,
2463,Hasarlı Bina,Bornova,Evet,
2462,Hasarlı Bina,Bornova Yeşilova Mah,Evet,
2461,Hasarlı Bina,Bayraklı,Evet,
2460,Hasarlı Bina,Karşıyaka,Evet,
2459,Hasarlı Bina,"Bornova,KIZILAY",Evet,
2458,Hasarlı Bina,"Bayraklı,Bayraklı Mahallesi",Evet,
2457,Hasarlı Bina,"belirsiz ilçe ,",Evet,
2456,Hasarlı Bina,"belirsiz ilçe ,",Evet,
2455,Hasarlı Bina,"Bornova,MEVLANA",Evet,
2454,Hasarlı Bina,"Bayraklı,Manavkuyu",Evet,
2453,Hasarlı Bina,"Bayraklı,",Evet,
2452,Hasarlı Bina,"Karşıyaka,SOĞUKKUYU",Evet,
2450,Hasarlı Bina,Konak,Evet,
2451,Hasarlı Bina,"Alsancak,MİMAR SİNAN",Evet,
2449,Hasarlı Bina,"Karşıyaka,Yalı Mahallesi",Evet,
2448,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2447,Hasarlı Bina,",",Evet,
2446,Hasarlı Bina,"Bornova,",Evet,
2445,Hasarlı Bina,"Buca,Seyhan",Evet,
2444,Hasarlı Bina,"Konak,ALSANCAK",Evet,
2443,Hasarlı Bina,"Konak,ALSANCAK",Evet,
2442,Hasarlı Bina,"Karşıyaka,",Evet,
2441,Hasarlı Bina,"Balçova,EĞİTİM",Evet,
2440,Hasarlı Bina,"Konak,",Evet,
2439,Hasarlı Bina,"Konak,CUMHURİYET BULVARI",Evet,
2438,Hasarlı Bina,"Konak,KÜLTÜR",Evet,
2437,Hasarlı Bina,"Çiğli,ATAŞEHİR",Evet,
2436,Hasarlı Bina,"Karşıyaka,Yalı Mahallesi",Evet,
2435,Hasarlı Bina,"Bornova,Ergene Mahallesi",Evet,
2433,Hasarlı Bina,"Konak,",Evet,
2434,Hasarlı Bina,Bornova /Kızılay Mahallesi,Evet,
2432,Hasarlı Bina,"Konak,Mustafa Enver Bey",Evet,
2431,Hasarlı Bina,"Karşıyaka,",Evet,
2430,Hasarlı Bina,"Konak,",Evet,
2429,Hasarlı Bina,"Konak,",Evet,
2428,Hasarlı Bina,"Konak,",Evet,
2427,Hasarlı Bina,"Konak,Kültür",Evet,
2426,Hasarlı Bina,"Konak,Kültür",Evet,
2425,Hasarlı Bina,"Konak,",Evet,
2424,Hasarlı Bina,"Konak,",Evet,
2423,Hasarlı Bina,"Konak,Mimar Sinan",Evet,
2422,Hasarlı Bina,"Konak,Mimar Sinan",Evet,
2421,Hasarlı Bina,"Bornova,Ergene",Evet,
2420,Hasarlı Bina,"Bornova,Evka 4",Evet,
2419,Hasarlı Bina,"Bayraklı,Manavkuyu",Evet,
2418,Hasarlı Bina,"Konak,KAHRAMANLAR",Evet,
2417,Hasarlı Bina,"Karşıyaka,BAHARİYE",Evet,
2416,Hasarlı Bina,"Karşıyaka,İmbatlı",Evet,
2415,Hasarlı Bina,"Balçova,FEVZİ ÇAKMAK",Evet,
2414,Hasarlı Bina,"Alsancak,MİMAR SİNAN",Evet,
2413,Hasarlı Bina,",Fahrettin Altay",Evet,
2412,Hasarlı Bina,",Fahrettin Altay",Evet,
2411,Hasarlı Bina,"Konak,KAHRAMANLAR",Evet,
2410,Hasarlı Bina,",Fahrettin Altay",Evet,
2409,Hasarlı Bina,",Üçkuyular Mah.",Evet,
2408,Hasarlı Bina,",Fahrettin altay",Evet,
2407,Hasarlı Bina,"Bornova,Yeşilova",Evet,
2406,Hasarlı Bina,"Bornova Çamdibi,Barbaros",Evet,
2405,Hasarlı Bina,"Karşıyaka,Nergiz",Evet,
2404,Hasarlı Bina,"Konak,İsmet Kaptan Mahallesi",Evet,
2403,Hasarlı Bina,"Konak,Mimar Sinan Mahallesi",Evet,
2402,Hasarlı Bina,"Konak,Mimar Sinan Mahallesi",Evet,
2401,Hasarlı Bina,"Karşıyaka,Bahriye Üçok",Evet,
2400,Hasarlı Bina,"Buca,Çamlıkule Mahallesi",Evet,
2399,Hasarlı Bina,"Alsancak,KÜLTÜR",Evet,
2398,Hasarlı Bina,"Bornova,Kazım Dirik",Evet,
2397,Hasarlı Bina,"Alsancak,Mimar Sİnan Mahallesi",Evet,
2396,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2395,Hasarlı Bina,"Narlıdere,Yenikale",Evet,
2394,Hasarlı Bina,"Bayraklı,Soğukkuyu",Evet,
2393,Hasarlı Bina,"Karabağlar,BASIN SİTESİ",Evet,
2391,Hasarlı Bina,"Çiğli,Ataşehir",Evet,
2392,Hasarlı Bina,"Bayraklı,",Evet,
2390,Hasarlı Bina,"Bornova,Erzene",Evet,
2389,Hasarlı Bina,"Bayraklı,Manavkuyu",Evet,
2388,Hasarlı Bina,"Güzelbahçe,MUSTAFA KEMAL PAŞA",Evet,
2387,Hasarlı Bina,"Çiğli,AHMET TANER KIŞLALI",Evet,
2386,Hasarlı Bina,"Bayraklı,Adalet",Evet,
2385,Hasarlı Bina,"Bayraklı,Mansuroğlu",Evet,
2384,Hasarlı Bina,"Bayraklı,",Evet,
2382,Hasarlı Bina,"Bayraklı,Soğukkuyu",Evet,
2383,Hasarlı Bina,"Bayraklı,Manavkuyu",Evet,
2381,Hasarlı Bina,"Gaziemir,GAZİ",Evet,
2380,Hasarlı Bina,"Karabağlar,ALİ FUAT CEBESOY",Evet,
2379,Hasarlı Bina,"Karşıyaka,Nergiz",Evet,
2378,Hasarlı Bina,"Karşıyaka,Alaybey",Evet,
2376,Hasarlı Bina,"Buca,Efeler",Evet,
2377,Hasarlı Bina,"Buca,Kozağaç",Evet,
2375,Hasarlı Bina,"Karşıyaka,ALAYBEY",Evet,
2374,Hasarlı Bina,"Buca,Kozağaç",Evet,
2373,Hasarlı Bina,"Buca,Menderes",Evet,
2372,Hasarlı Bina,"Buca,Göksu",Evet,
2371,Hasarlı Bina,"Buca,Yeşilbağlar",Evet,
2370,Hasarlı Bina,"Buca,Ufuk",Evet,
2369,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2367,Hasarlı Bina,"Konak,Güzelyalı",Evet,
2368,Hasarlı Bina,"Konak,Çankaya",Evet,
2366,Hasarlı Bina,"Konak,Güneşli",Evet,
2365,Hasarlı Bina,"Konak,Zafertepe",Evet,
2364,Hasarlı Bina,"Konak,Yenidoğan",Evet,
2363,Hasarlı Bina,"Konak,44069",Evet,
2361,Hasarlı Bina,"Konak,MİTHATPAŞA",Evet,
2362,Hasarlı Bina,"Konak,ULUBATLI",Evet,
2360,Hasarlı Bina,"Konak,KILIÇREİS",Evet,
2359,Hasarlı Bina,"Konak,ALSANCAK",Evet,
2358,Hasarlı Bina,"Bornova,ERZENE",Evet,
2357,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2355,Hasarlı Bina,"Konak,SÜMER",Evet,
2356,Hasarlı Bina,"Karşıyaka,Goncalar",Evet,
2354,Hasarlı Bina,"Torbalı,ERTUĞRUL",Evet,
2353,Hasarlı Bina,"Buca,EFELER",Evet,
2352,Hasarlı Bina,"Konak,",Evet,
2350,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2351,Hasarlı Bina,"Karşıyaka,Goncalar",Evet,
2349,Hasarlı Bina,"Konak ,BAHRİYE",Evet,
2348,Hasarlı Bina,"Konak,YENİŞEHİR",Evet,
2346,Hasarlı Bina,"Bayraklı ,Mansuroğlu Mahallesi",Evet,
2347,Hasarlı Bina,"Karabağlar,Esenyalı Mahallesi",Evet,
2345,Hasarlı Bina,"Bayraklı ,MANSUROĞLU",Evet,
2344,Hasarlı Bina,"Bayraklı ,MANSUROĞLU",Evet,
2342,Hasarlı Bina,"Bayraklı ,",Evet,
2343,Hasarlı Bina,"Karşıyaka ,Yalı Mahallesi",Evet,
2341,Hasarlı Bina,"Konak ,",Evet,
2340,Hasarlı Bina,"Konak ,HATAY",Evet,
2338,Hasarlı Bina,"Bayraklı ,Mansuroğlu Mahallesi",Evet,
2339,Hasarlı Bina,"Bayraklı ,Mansuroğlu Mahallesi",Evet,
2337,Hasarlı Bina,"Konak ,ALSANCAK",Evet,
2336,Hasarlı Bina,"Bornova,KAZIMDİRİK",Evet,
2334,Hasarlı Bina,"Karşıyaka ,Bahariye",Evet,
2335,Hasarlı Bina,"Karşıyaka ,BAHRİYE ÜÇOK Mahallesi",Evet,
2333,Hasarlı Bina,"Karşıyaka ,SOĞUKKUYU GİRNE",Evet,
2331,Hasarlı Bina,"Bayraklı ,OSMANGAZİ Mahallesi",Evet,
2332,Hasarlı Bina,#REF!,Evet,
2330,Hasarlı Bina,"Bornova,Yeşilova Mahallesi",Evet,
2329,Hasarlı Bina,"Bostanlı ,",Evet,
2327,Hasarlı Bina,"Bayraklı ,Adalet Mahallesi",Evet,
2328,Hasarlı Bina,#REF!,Evet,
2326,Hasarlı Bina,"Çiğli,BALATÇIK",Evet,
2325,Hasarlı Bina,"Bayraklı ,Adalet Mahallesi",Evet,
2323,Hasarlı Bina,"Bayraklı ,Manavkuyu Mahallesi",Evet,
2324,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2322,Hasarlı Bina,"Konak,",Evet,
2320,Hasarlı Bina,"Konak,Güzelyalı Mahallesi",Evet,
2321,Hasarlı Bina,#REF!,Evet,
2319,Hasarlı Bina,"Bayraklı ,OSMANGAZİ Mahallesi",Evet,
2317,Hasarlı Bina,"Bayraklı ,Manavkuyu Mahallesi",Evet,
2318,Hasarlı Bina,"Bornova,MEVLANA",Evet,
2316,Hasarlı Bina,"Bayraklı ,OSMANGAZİ Mahallesi",Evet,
2314,Hasarlı Bina,"Karşıyaka,DEDEBAŞI",Evet,
2315,Hasarlı Bina,"Bornova,KAZIMDİRİK",Evet,
2313,Hasarlı Bina,"Bayraklı ,ADALET",Evet,
2311,Hasarlı Bina,"Bayraklı ,MANSUROĞLU",Evet,
2312,Hasarlı Bina,"Bornova,ERGENE Mahallesi",Evet,
2310,Hasarlı Bina,"Bayraklı ,Manavkuyu Mahallesi",Evet,
2308,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2309,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2306,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2307,Hasarlı Bina,"Konak,Güzelyalı Mahallesi",Evet,
2305,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2303,Hasarlı Bina,"Bornova,ERGENE Mahallesi",Evet,
2304,Hasarlı Bina,"Bornova,ERGENE Mahallesi",Evet,
2301,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2302,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2300,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2298,Hasarlı Bina,"Bornova,MEVLANA",Evet,
2299,Hasarlı Bina,"Bornova,KAZIMDİRİK",Evet,
2296,Hasarlı Bina,"Karşıyaka,ALAYBEY",Evet,
2297,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2294,Hasarlı Bina,"Konak,Göztepe Mahallesi",Evet,
2295,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2293,Hasarlı Bina,"Karşıyaka,GONCALAR MH.",Evet,
2291,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2292,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2289,Hasarlı Bina,"Bornova,Mansuroğlu Mahallesi",Evet,
2290,Hasarlı Bina,"Karşıyaka,TERSHANE",Evet,
2287,Hasarlı Bina,"Bornova,EVKA 3",Evet,
2288,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2286,Hasarlı Bina,"Bayraklı,Tepekule Mahallesi",Evet,
2284,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2285,Hasarlı Bina,"Bornova,Ergene Mahallesi",Evet,
2282,Hasarlı Bina,"Bayraklı,OSMANGAZİ Mahallesi",Evet,
2283,Hasarlı Bina,"Bornova,",Evet,
2280,Hasarlı Bina,#REF!,Evet,
2281,Hasarlı Bina,"Bayraklı,OSMANGAZİ Mahallesi",Evet,
2278,Hasarlı Bina,"Gaziemir,ATIFBEY",Evet,
2279,Hasarlı Bina,#REF!,Evet,
2276,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2277,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2274,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2275,Hasarlı Bina,"Bornova,Ergene Mahallesi",Evet,
2273,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2271,Hasarlı Bina,"Bornova,Ergene Mahallesi",Evet,
2272,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2269,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2270,Hasarlı Bina,"Bayraklı,OSMANGAZİ Mahallesi",Evet,
2267,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2268,Hasarlı Bina,"Bornova,MEVLANA",Evet,
2264,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2265,Hasarlı Bina,"Bornova,Kazım Dirik Mahallesi",Evet,
2266,Hasarlı Bina,"Bayraklı,Tepekule Mahallesi",Evet,
2262,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2263,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2260,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2261,Hasarlı Bina,"Bornova,ERZENE",Evet,
2258,Hasarlı Bina,"Çiğli,ATAŞEHİR",Evet,
2259,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2256,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2257,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2253,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2254,Hasarlı Bina,"Karşıyaka,GONCALAR",Evet,
2255,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2251,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2252,Hasarlı Bina,"Karşıyaka,GONCALAR",Evet,
2249,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2250,Hasarlı Bina,"Bayraklı,ÇAMKIRAN",Evet,
2246,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2247,Hasarlı Bina,"Bayraklı,Adalet Mahallesi",Evet,
2248,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2244,Hasarlı Bina,"Bornova,ERZENE",Evet,
2245,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2241,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2242,Hasarlı Bina,"Bayraklı,Mansuroğlu Mahallesi",Evet,
2243,Hasarlı Bina,"Bayraklı,Manavkuyu Mahallesi",Evet,
2239,Hasarlı Bina,"Bornova,Bornova Mahallesi",Evet,
2240,Hasarlı Bina,"Bayraklı,OSMANGAZİ Mahallesi",Evet,
